image_name,x,y,frame_number,sequence_id,number_of_points,name,species,length
R69PTDC1826.JPG,906.2106022042747,976.3298124550364,12,54,1,R69PTDC1826-2,Goitered gazelle,1.09
R69PTDC1826.JPG,937.2885481430123,976.0126905577023,12,55,1,R69PTDC1826-2,Goitered gazelle,1.09
R69PTDC1826.JPG,1534.903926606907,985.453942204772,12,56,1,R69PTDC1826-3,Goitered gazelle,1.09
R69PTDC1826.JPG,1575.8125963908517,988.7837137395093,12,57,1,R69PTDC1826-3,Goitered gazelle,1.09
R69PTDC1826.JPG,2549.0771927077494,1038.0212971427861,12,58,1,R69PTDC1826-4,Goitered gazelle,1.09
R69PTDC1826.JPG,2579.0452120058176,1028.1905183254305,12,59,1,R69PTDC1826-4,Goitered gazelle,1.09
R69PTDC1826.JPG,2921.4223909122416,1096.7551449827065,12,60,1,R69PTDC1826-5,Goitered gazelle,1.09
R69PTDC1826.JPG,2956.3057996189877,1096.1209011880385,12,61,1,R69PTDC1826-5,Goitered gazelle,1.09
R69PTDC1826.JPG,2487.157330040042,1214.6533990121507,12,62,1,R69PTDC1826-6,Goitered gazelle,1.09
R69PTDC1826.JPG,2445.6293262793984,1168.972437083826,12,63,1,R69PTDC1826-6,Goitered gazelle,1.09
R69PTDC1827.JPG,654.749798812331,1008.099613593573,13,64,1,R69PTDC1827-1,Goitered gazelle,1.09
R69PTDC1827.JPG,703.2480678982653,1005.8145666916201,13,65,1,R69PTDC1827-1,Goitered gazelle,1.09
R69PTDC1827.JPG,905.9914336842056,976.1112482881048,13,66,1,R69PTDC1827-2,Goitered gazelle,1.09
R69PTDC1827.JPG,937.833377941813,976.3354873321724,13,67,1,R69PTDC1827-2,Goitered gazelle,1.09
R69PTDC1827.JPG,1534.4559449892079,984.2622917644194,13,68,1,R69PTDC1827-3,Goitered gazelle,1.09
R69PTDC1827.JPG,1571.5592069772927,985.5307793537556,13,69,1,R69PTDC1827-3,Goitered gazelle,1.09
R69PTDC1827.JPG,2550.186350308653,1039.1601449480142,13,70,1,R69PTDC1827-4,Goitered gazelle,1.09
R69PTDC1827.JPG,2580.010143169651,1029.5178660531049,13,71,1,R69PTDC1827-4,Goitered gazelle,1.09
R69PTDC1827.JPG,2918.408441468492,1096.229580270624,13,72,1,R69PTDC1827-5,Goitered gazelle,1.09
R69PTDC1827.JPG,2956.7801910459134,1097.180945962626,13,73,1,R69PTDC1827-5,Goitered gazelle,1.09
R69PTDC1827.JPG,2486.715259995359,1212.7032300013302,13,74,1,R69PTDC1827-6,Goitered gazelle,1.09
R69PTDC1827.JPG,2445.9859093990135,1165.93990153886,13,75,1,R69PTDC1827-6,Goitered gazelle,1.09
R69PTDC1828.JPG,523.9529674135131,1171.6043888631812,14,76,1,R69PTDC1828-1,Goitered gazelle,0.68
R69PTDC1828.JPG,521.7105763317924,1107.920478342182,14,77,1,R69PTDC1828-1,Goitered gazelle,0.68
R69PTDC1828.JPG,635.1755326300269,1171.6043668573966,14,78,1,R69PTDC1828-2,Goitered gazelle,0.68
R69PTDC1828.JPG,616.787931016479,1100.2963508438816,14,79,1,R69PTDC1828-2,Goitered gazelle,0.68
R69PTDC1828.JPG,2043.3643031082775,1160.8415900301493,14,80,1,R69PTDC1828-3,Goitered gazelle,0.68
R69PTDC1828.JPG,2047.8897865078713,1088.4338585138719,14,81,1,R69PTDC1828-3,Goitered gazelle,0.68
R69PTDC1828.JPG,2167.0302050534046,1113.1920187524624,14,82,1,R69PTDC1828-4,Goitered gazelle,0.68
R69PTDC1828.JPG,2170.842296112986,1053.992916949404,14,83,1,R69PTDC1828-4,Goitered gazelle,0.68
R69PTDC1828.JPG,2496.6988580070815,1024.7093339395196,14,84,1,R69PTDC1828-5,Goitered gazelle,1.09
R69PTDC1828.JPG,2567.1099178443255,1039.9575889361204,14,85,1,R69PTDC1828-5,Goitered gazelle,1.09
R69PTDC1828.JPG,2639.7963431179974,1007.3623666107324,14,86,1,R69PTDC1828-6,Goitered gazelle,0.68
R69PTDC1828.JPG,2639.6017861065866,1048.5244826961894,14,87,1,R69PTDC1828-6,Goitered gazelle,0.68
R69PTDC1828.JPG,2631.888461899276,1310.4887252983451,14,88,1,R69PTDC1828-7,Goitered gazelle,1.09
R69PTDC1828.JPG,2317.3035397438903,1296.5353714934386,14,89,1,R69PTDC1828-7,Goitered gazelle,1.09
R69PTDC1952.JPG,1100.6740076331762,959.1959966461875,15,90,1,R69PTDC1952-1,Goitered gazelle,0.68
R69PTDC1952.JPG,1100.2740076331763,936.9293309967734,15,91,1,R69PTDC1952-1,Goitered gazelle,0.68
R69PTDC3868.JPG,1833.9151461624167,957.5065693839744,16,92,1,R69PTDC3868-1,Goitered gazelle,1.09
R69PTDC3868.JPG,1861.6633121791467,960.677788357315,16,93,1,R69PTDC3868-1,Goitered gazelle,1.09
R69PTDC3868.JPG,1999.9388490890904,976.2017053687301,16,94,1,R69PTDC3868-2,Goitered gazelle,0.68
R69PTDC3868.JPG,2000.5730928837586,954.4788554013471,16,95,1,R69PTDC3868-2,Goitered gazelle,0.68
R69PTDC5776.JPG,1166.922357685373,1163.8012510102399,17,96,1,R69PTDC5776-1,Goitered gazelle,0.68
R69PTDC5776.JPG,1165.1284453328317,1083.9721513221539,17,97,1,R69PTDC5776-1,Goitered gazelle,0.68
R69PTDC5776.JPG,1208.818850687118,1103.6749165103142,17,98,1,R69PTDC5776-2,Goitered gazelle,0.68
R69PTDC5776.JPG,1209.7702163791203,1041.2019027355045,17,99,1,R69PTDC5776-2,Goitered gazelle,0.68
R69PTDC5776.JPG,1627.9111457154247,1087.4172615736263,17,100,1,R69PTDC5776-3,Goitered gazelle,0.68
R69PTDC5776.JPG,1628.1778123820914,1027.6839302747983,17,101,1,R69PTDC5776-3,Goitered gazelle,0.68
R69PTDC5776.JPG,1690.390307009645,1258.809446487956,17,102,1,R69PTDC5776-4,Goitered gazelle,0.68
R69PTDC5776.JPG,1692.5236403429783,1156.9427798212894,17,103,1,R69PTDC5776-4,Goitered gazelle,0.68
R69PTDC6103.JPG,1034.3584697949543,1055.4751381139315,18,104,1,R69PTDC6103-1,Goitered gazelle,1.09
R69PTDC6103.JPG,1127.2751857138337,1062.4518174358327,18,105,1,R69PTDC6103-1,Goitered gazelle,1.09
R76PTDC0278.JPG,2464.4060111026406,862.0212776292805,19,106,1,R76PTDC0278-1,Goitered gazelle,0.68
R76PTDC0278.JPG,2464.854489190776,836.906506404511,19,107,1,R76PTDC0278-1,Goitered gazelle,0.68
R76PTDC0278.JPG,2773.601148682502,841.6564772665265,19,108,1,R76PTDC0278-2,Goitered gazelle,0.68
R76PTDC0278.JPG,2773.978272299135,822.2346124485485,19,109,1,R76PTDC0278-2,Goitered gazelle,0.68
R76PTDC0278.JPG,2775.570322639718,867.8130525824309,19,110,1,R76PTDC0278-3,Goitered gazelle,0.68
R76PTDC0278.JPG,2779.0460607827254,842.8103971088897,19,111,1,R76PTDC0278-3,Goitered gazelle,0.68
R76PTDC0279.JPG,1105.7113044719854,856.8892445343482,20,112,1,R76PTDC0279-1,Goitered gazelle,0.68
R76PTDC0279.JPG,1105.7113044719854,834.7559112010149,20,113,1,R76PTDC0279-1,Goitered gazelle,0.68
R76PTDC0279.JPG,1149.177971138652,834.4892445343482,20,114,1,R76PTDC0279-2,Goitered gazelle,1.09
R76PTDC0279.JPG,1125.9635424277146,843.145042874192,20,115,1,R76PTDC0279-2,Goitered gazelle,1.09
R76PTDC0279.JPG,1243.3003445499928,835.0387690151153,20,116,1,R76PTDC0279-3,Goitered gazelle,0.68
R76PTDC0279.JPG,1243.6774681666257,816.1825881834741,20,117,1,R76PTDC0279-3,Goitered gazelle,0.68
R76PTDC0279.JPG,1369.887899648049,850.7783895489035,20,118,1,R76PTDC0279-4,Goitered gazelle,0.68
R76PTDC0279.JPG,1369.729338699382,833.6538070928644,20,119,1,R76PTDC0279-4,Goitered gazelle,0.68
R76PTDC0279.JPG,1458.688410370815,860.9288730277948,20,120,1,R76PTDC0279-5,Goitered gazelle,1.09
R76PTDC0279.JPG,1431.2161184698298,858.9575811433322,20,121,1,R76PTDC0279-5,Goitered gazelle,1.09
R76PTDC0280.JPG,1858.4368356848904,869.6323405604459,21,122,1,R76PTDC0280-1,Goitered gazelle,1.09
R76PTDC0280.JPG,1893.4352800642612,875.4246460402668,21,123,1,R76PTDC0280-1,Goitered gazelle,1.09
R76PTDC0280.JPG,2520.1999630173855,955.0180060074947,21,124,1,R76PTDC0280-2,Goitered gazelle,1.09
R76PTDC0280.JPG,2501.8068929720102,927.7455228367656,21,125,1,R76PTDC0280-2,Goitered gazelle,1.09
R76PTDC0281.JPG,1706.4774938525331,877.5638875674304,22,126,1,R76PTDC0281-1,Goitered gazelle,1.09
R76PTDC0281.JPG,1736.6040740992687,874.5512295427568,22,127,1,R76PTDC0281-1,Goitered gazelle,1.09
R76PTDC0281.JPG,2510.8874408264323,954.9116722624531,22,128,1,R76PTDC0281-2,Goitered gazelle,1.09
R76PTDC0281.JPG,2510.8874408264323,936.8357241144117,22,129,1,R76PTDC0281-2,Goitered gazelle,1.09
R76PTDC2174.JPG,1707.7876881013226,858.3745157542379,23,130,1,R76PTDC2174-1,Goitered gazelle,0.68
R76PTDC2174.JPG,1709.3876881013227,830.6411824209046,23,131,1,R76PTDC2174-1,Goitered gazelle,0.68
R76PTDC2174.JPG,1941.2312150106582,941.5311108089763,23,132,1,R76PTDC2174-2,Goitered gazelle,0.68
R76PTDC2174.JPG,1941.2312150106582,895.1449059631389,23,133,1,R76PTDC2174-2,Goitered gazelle,0.68
R76PTDC2174.JPG,2086.7667298950446,853.3568716400946,23,134,1,R76PTDC2174-3,Goitered gazelle,1.09
R76PTDC2174.JPG,2117.8446758337823,855.4181639727659,23,135,1,R76PTDC2174-3,Goitered gazelle,1.09
R76PTDC2629.JPG,704.4495132478883,833.812926968119,24,136,1,R76PTDC2629-1,Goitered gazelle,0.68
R76PTDC2629.JPG,703.7828465812216,817.9462613187048,24,137,1,R76PTDC2629-1,Goitered gazelle,0.68
R76PTDC2629.JPG,901.6884717782447,809.9656158686892,24,138,1,R76PTDC2629-2,Goitered gazelle,1.09
R76PTDC2629.JPG,876.794402837521,806.0015921520135,24,139,1,R76PTDC2629-2,Goitered gazelle,1.09
R76PTDC6962.JPG,2239.733333333333,920.106640625,25,140,1,R76PTDC6962-1,Goitered gazelle,0.68
R76PTDC6962.JPG,2241.866666666667,876.3733072916667,25,141,1,R76PTDC6962-1,Goitered gazelle,0.68
R76PTDC6962.JPG,2487.8572918981667,893.8267567409149,25,142,1,R76PTDC6962-2,Goitered gazelle,1.09
R76PTDC6962.JPG,2527.497529064924,891.9240253569105,25,143,1,R76PTDC6962-2,Goitered gazelle,1.09
R82PTDC4440.JPG,1791.78064728535,1005.4572150309519,26,144,1,R82PTDC4440-1,Goitered gazelle,1.09
R82PTDC4440.JPG,1903.409241876713,1000.1774738182799,26,145,1,R82PTDC4440-1,Goitered gazelle,1.09
R82PTDC4440.JPG,2225.437918600709,942.8302854436789,26,146,1,R82PTDC4440-2,Goitered gazelle,1.09
R82PTDC4440.JPG,2316.7018338258526,939.0590492773507,26,147,1,R82PTDC4440-2,Goitered gazelle,1.09
R82PTDC4444.JPG,1838.9333333333334,1380.693359375,27,148,1,R82PTDC4444-1,Goitered gazelle,1.09
R82PTDC4444.JPG,2058.6666666666665,1271.8933512369792,27,149,1,R82PTDC4444-1,Goitered gazelle,1.09
R88PTDC7242.JPG,699.9156964822927,425.3433426801077,28,150,1,R88PTDC7242-1,Goitered gazelle,1.09
R88PTDC7242.JPG,735.9620431697987,415.3010945465303,28,151,1,R88PTDC7242-1,Goitered gazelle,1.09
R88PTDC7264.JPG,1515.5110572842766,702.4799374167007,29,152,1,R88PTDC7264-1,Goitered gazelle,0.68
R88PTDC7264.JPG,1519.3165200522851,647.6178515973567,29,153,1,R88PTDC7264-1,Goitered gazelle,0.68
R88PTDC7339.JPG,1182.92810026532,869.2781622175247,30,154,1,R88PTDC7339-1,Goitered gazelle,0.68
R88PTDC7339.JPG,1184.4365947318513,725.9711936515008,30,155,1,R88PTDC7339-1,Goitered gazelle,0.68
R88PTDC7339.JPG,1628.5100787329438,1023.9699535463866,30,156,1,R88PTDC7339-2,Goitered gazelle,0.68
R88PTDC7339.JPG,1635.2983038323348,860.2983096821902,30,157,1,R88PTDC7339-2,Goitered gazelle,0.68
R9PTDC2631.JPG,854.6478968904867,989.6952352715028,31,158,1,R9PTDC2631-1,Goitered gazelle,0.68
R9PTDC2631.JPG,856.9106385902836,962.5423348739394,31,159,1,R9PTDC2631-1,Goitered gazelle,0.68
R19PTDC0994.JPG,1862.6762332908688,832.7875174043085,0,0,1,R19PTDC0994-1,Kulan,2.1
R19PTDC0994.JPG,1879.315853586671,832.9649826336283,0,1,1,R19PTDC0994-1,Kulan,2.1
R19PTDC0994.JPG,1905.6142418488676,830.2072967654982,0,2,1,R19PTDC0994-2,Kulan,2.1
R19PTDC0994.JPG,1917.947405752568,828.8618625010922,0,3,1,R19PTDC0994-2,Kulan,2.1
R19PTDC0994.JPG,1952.540411722581,827.0951549064167,0,4,1,R19PTDC0994-3,Kulan,2.1
R19PTDC0994.JPG,1971.2506372143723,829.1564388518176,0,5,1,R19PTDC0994-3,Kulan,2.1
R19PTDC0994.JPG,2032.3640532610698,838.8273355661064,0,6,1,R19PTDC0994-4,Kulan,1.28
R19PTDC0994.JPG,2032.7411768777026,826.759379833856,0,7,1,R19PTDC0994-4,Kulan,1.28
R19PTDC0994.JPG,2153.7115574130867,818.5548029686955,0,8,1,R19PTDC0994-5,Kulan,2.1
R19PTDC0994.JPG,2175.7732889861068,820.8175446684925,0,9,1,R19PTDC0994-5,Kulan,2.1
R19PTDC2962.JPG,1375.69517247805,846.4190312948898,1,10,1,R19PTDC2962-1,Kulan,2.1
R19PTDC2962.JPG,1401.1607083861827,843.0135659929908,1,11,1,R19PTDC2962-1,Kulan,2.1
R19PTDC2962.JPG,1413.1415096808744,842.4668319845389,1,12,1,R19PTDC2962-2,Kulan,2.1
R19PTDC2962.JPG,1435.3917314472424,843.2210710817111,1,13,1,R19PTDC2962-2,Kulan,2.1
R19PTDC3916.JPG,1129.5178379403872,868.8328367835388,2,14,1,R19PTDC3916-1,Kulan,1.28
R19PTDC3916.JPG,1129.5178379403872,848.8328367835388,2,15,1,R19PTDC3916-1,Kulan,1.28
R19PTDC4795.JPG,1298.7470514971708,920.9925948094794,3,16,1,R19PTDC4795-1,Kulan,1.28
R19PTDC4795.JPG,1299.381295291839,857.1485819853614,3,17,1,R19PTDC4795-1,Kulan,1.28
R19PTDC4795.JPG,1296.0090223410914,842.6972587315829,3,18,1,R19PTDC4795-2,Kulan,2.1
R19PTDC4795.JPG,1315.82914092447,842.0630149369148,3,19,1,R19PTDC4795-2,Kulan,2.1
R19PTDC4795.JPG,1459.5530300993996,831.6899262319926,3,20,1,R19PTDC4795-3,Kulan,2.1
R19PTDC4795.JPG,1482.7461325223182,832.821297081891,3,21,1,R19PTDC4795-3,Kulan,2.1
R19PTDC4795.JPG,1565.2426116843383,846.8575226589562,3,22,1,R19PTDC4795-4,Kulan,1.28
R19PTDC4795.JPG,1567.3658212291314,829.2185144253973,3,23,1,R19PTDC4795-4,Kulan,1.28
R19PTDC4795.JPG,1586.2986213014144,845.3738047127138,3,24,1,R19PTDC4795-5,Kulan,1.28
R19PTDC4795.JPG,1586.2986213014144,827.7738047127137,3,25,1,R19PTDC4795-5,Kulan,1.28
R19PTDC4795.JPG,1615.0986213014144,843.3375538989117,3,26,1,R19PTDC4795-6,Kulan,1.28
R19PTDC4795.JPG,1615.365287968081,826.5738047127138,3,27,1,R19PTDC4795-6,Kulan,1.28
R19PTDC4796.JPG,1557.7865047728772,833.5217949566354,4,28,1,R19PTDC4796-1,Kulan,1.28
R19PTDC4796.JPG,1557.386504772877,822.3217949566354,4,29,1,R19PTDC4796-1,Kulan,1.28
R19PTDC5037.JPG,1282.6891883926942,852.4899324266504,5,30,1,R19PTDC5037-1,Kulan,2.1
R19PTDC5037.JPG,1321.9310120098355,843.6643730972244,5,31,1,R19PTDC5037-1,Kulan,2.1
R19PTDC5091.JPG,2378.9888512868624,834.8241254350894,6,32,1,R19PTDC5091-1,Kulan,1.28
R19PTDC5091.JPG,2379.365974903495,803.145741637932,6,33,1,R19PTDC5091-1,Kulan,1.28
R19PTDC6491.JPG,2128.268125803227,861.1071474820909,7,34,1,R19PTDC6491-1,Kulan,1.28
R19PTDC6491.JPG,2129.8537352898975,804.6594497566284,7,35,1,R19PTDC6491-1,Kulan,1.28
R19PTDC6491.JPG,2504.654150049373,824.0375025173997,7,36,1,R19PTDC6491-2,Kulan,1.28
R19PTDC6491.JPG,2505.596959090955,798.2045347780513,7,37,1,R19PTDC6491-2,Kulan,1.28
R19PTDC8012.JPG,1023.4624208242184,840.6345586979407,8,38,1,R19PTDC8012-1,Kulan,2.1
R19PTDC8012.JPG,1051.9957541575518,838.7678920312741,8,39,1,R19PTDC8012-1,Kulan,2.1
R19PTDC8013.JPG,1034.9995477508376,836.751583462112,9,40,1,R19PTDC8013-1,Kulan,2.1
R19PTDC8013.JPG,1064.7923134648308,836.1858980371627,9,41,1,R19PTDC8013-1,Kulan,2.1
R19PTDC8014.JPG,1035.4688615400848,834.8500731180743,10,42,1,R19PTDC8014-1,Kulan,2.1
R19PTDC8014.JPG,1064.6016609249707,835.4157585430236,10,43,1,R19PTDC8014-1,Kulan,2.1
R19PTDC8016.JPG,450.2857754689035,906.5971745165099,11,44,1,R19PTDC8016-1,Kulan,1.28
R19PTDC8016.JPG,449.3888192926329,874.7552319697107,11,45,1,R19PTDC8016-1,Kulan,1.28
R24PTDC1269.JPG,603.9655542741185,855.3037000038678,12,46,1,R24PTDC1269-1,Kulan,1.28
R24PTDC1269.JPG,605.7866355111806,828.0234772396758,12,47,1,R24PTDC1269-1,Kulan,1.28
R24PTDC1270.JPG,570.0729676144936,874.9339416462565,13,48,1,R24PTDC1270-1,Kulan,1.28
R24PTDC1270.JPG,571.1941628348319,839.2799353503071,13,49,1,R24PTDC1270-1,Kulan,1.28
R24PTDC2735.JPG,2618.713468166475,1017.193225832073,14,50,1,R24PTDC2735-1,Kulan,1.28
R24PTDC2735.JPG,2621.884687139816,975.0160134866433,14,51,1,R24PTDC2735-1,Kulan,1.28
R24PTDC3922.JPG,846.2867793912473,804.2552184246057,15,52,1,R24PTDC3922-1,Kulan,2.1
R24PTDC3922.JPG,819.9656619125203,804.2552184246057,15,53,1,R24PTDC3922-1,Kulan,2.1
R24PTDC3923.JPG,844.6381747739604,802.3014884074329,16,54,1,R24PTDC3923-1,Kulan,2.1
R24PTDC3923.JPG,817.4381747739603,802.8348217407663,16,55,1,R24PTDC3923-1,Kulan,2.1
R24PTDC3924.JPG,844.8875567522095,802.7497768535189,17,56,1,R24PTDC3924-1,Kulan,2.1
R24PTDC3924.JPG,816.7455567217186,804.655808728094,17,57,1,R24PTDC3924-1,Kulan,2.1
R24PTDC3925.JPG,1410.5033835168556,894.8352137994297,18,58,1,R24PTDC3925-1,Kulan,2.1
R24PTDC3925.JPG,1451.0949863756152,893.8838481074275,18,59,1,R24PTDC3925-1,Kulan,2.1
R27PTDC7808.JPG,2344.301602941349,844.7776123817214,19,60,1,R27PTDC7808-1,Kulan,1.28
R27PTDC7808.JPG,2343.3502372493467,798.1606934736147,19,61,1,R27PTDC7808-1,Kulan,1.28
R27PTDC7808.JPG,2407.091856035279,835.5810605844928,19,62,1,R27PTDC7808-2,Kulan,1.28
R27PTDC7808.JPG,2406.1403729214903,804.503131420296,19,63,1,R27PTDC7808-2,Kulan,1.28
R28DSCF0914.JPG,656.2400101451291,962.3266050217925,20,64,1,R28DSCF0914-1,Kulan,2.1
R28DSCF0914.JPG,694.235177469466,965.180702097799,20,65,1,R28DSCF0914-1,Kulan,2.1
R28DSCF0914.JPG,1339.8485737642568,1029.4768177920816,20,66,1,R28DSCF0914-2,Kulan,1.28
R28DSCF0914.JPG,1339.742507747079,1014.3093773356302,20,67,1,R28DSCF0914-2,Kulan,1.28
R28DSCF0914.JPG,1506.429615953623,1041.1461016449352,20,68,1,R28DSCF0914-3,Kulan,1.28
R28DSCF0914.JPG,1506.6971875544987,1027.0539980126227,20,69,1,R28DSCF0914-3,Kulan,1.28
R28DSCF0914.JPG,1680.755485358251,1031.977251352537,20,70,1,R28DSCF0914-4,Kulan,2.1
R28DSCF0914.JPG,1663.0966606379232,1030.211368880504,20,71,1,R28DSCF0914-4,Kulan,2.1
R28DSCF0915.JPG,1262.0465270565119,1006.726301221157,21,72,1,R28DSCF0915-1,Kulan,1.28
R28DSCF0915.JPG,1262.2249081237624,997.6288667913861,21,73,1,R28DSCF0915-1,Kulan,1.28
R28DSCF0915.JPG,1341.8407879238262,1028.5305381477842,21,74,1,R28DSCF0915-2,Kulan,2.1
R28DSCF0915.JPG,1432.4407879238258,1043.2305381477843,21,75,1,R28DSCF0915-2,Kulan,2.1
R28DSCF0915.JPG,1396.5141035468168,1016.7001652676408,21,76,1,R28DSCF0915-3,Kulan,1.28
R28DSCF0915.JPG,1396.364103546817,1007.700165267641,21,77,1,R28DSCF0915-3,Kulan,1.28
R28DSCF0915.JPG,1487.7314696756891,1024.6928085303894,21,78,1,R28DSCF0915-4,Kulan,1.28
